experiment_iteration,embedding_method,config_version,config_source,configured_at_iteration,effective_from_iteration,surrogate_model,kernel,acquisition_function,bo_signature,candidate,result,config_rationale,kernel_rationale
11,physicochemical_descriptors,2,af_review,10,11,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.057, temperature=90}",79.33,"Upper Confidence Bound (UCB) with β=2.0 is selected to prioritize exploration in this early campaign phase (0/40 observations). The DAR reaction space has 26 total categories across 5 categorical variables, creating a combinatorial search space where aggressive early exploration is essential to avoid local optima. UCB provides explicit control over the exploration-exploitation trade-off through the beta parameter. Starting with β=2.0 (approximately 95% confidence interval) ensures we explore diverse regions of the chemical space to test hypotheses H1 (FMO matching) and H5 (Lewis acid catalysis) effectively. As the campaign progresses and we accumulate data (~20 observations), beta can be reduced to shift toward exploitation. LogEI would be too greedy at this stage with no prior observations. [KB:af_selector, HYPOTHESIS:H1, HYPOTHESIS:H5]","Matérn-5/2 is the safe default kernel for Bayesian optimization with moderate smoothness assumptions. For this DAR yield optimization with 51-dimensional physicochemical embeddings, it provides a good balance between flexibility and stability in low-data regimes. The DAR reaction surface is expected to be moderately smooth (yield varies continuously with electronic and steric descriptors), making Matern-5/2 more appropriate than the rougher Matern-3/2 or the overly smooth RBF. The spectral mixture kernel (SMKBO) would require more data to fit reliably, and the mixed-space kernels are unnecessary since all variables are categorical and encoded via physicochemical descriptors. [KB:surrogate_model_selector, RULE:R2]"
12,physicochemical_descriptors,2,af_review,11,12,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CCCCOC(C)=O, concentration=0.1, temperature=105}",86.43,"Upper Confidence Bound (UCB) with β=2.0 is selected to prioritize exploration in this early campaign phase (0/40 observations). The DAR reaction space has 26 total categories across 5 categorical variables, creating a combinatorial search space where aggressive early exploration is essential to avoid local optima. UCB provides explicit control over the exploration-exploitation trade-off through the beta parameter. Starting with β=2.0 (approximately 95% confidence interval) ensures we explore diverse regions of the chemical space to test hypotheses H1 (FMO matching) and H5 (Lewis acid catalysis) effectively. As the campaign progresses and we accumulate data (~20 observations), beta can be reduced to shift toward exploitation. LogEI would be too greedy at this stage with no prior observations. [KB:af_selector, HYPOTHESIS:H1, HYPOTHESIS:H5]","Matérn-5/2 is the safe default kernel for Bayesian optimization with moderate smoothness assumptions. For this DAR yield optimization with 51-dimensional physicochemical embeddings, it provides a good balance between flexibility and stability in low-data regimes. The DAR reaction surface is expected to be moderately smooth (yield varies continuously with electronic and steric descriptors), making Matern-5/2 more appropriate than the rougher Matern-3/2 or the overly smooth RBF. The spectral mixture kernel (SMKBO) would require more data to fit reliably, and the mixed-space kernels are unnecessary since all variables are categorical and encoded via physicochemical descriptors. [KB:surrogate_model_selector, RULE:R2]"
13,physicochemical_descriptors,2,af_review,12,13,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC1=CC=C(C)C=C1, concentration=0.1, temperature=105}",67.17,"Upper Confidence Bound (UCB) with β=2.0 is selected to prioritize exploration in this early campaign phase (0/40 observations). The DAR reaction space has 26 total categories across 5 categorical variables, creating a combinatorial search space where aggressive early exploration is essential to avoid local optima. UCB provides explicit control over the exploration-exploitation trade-off through the beta parameter. Starting with β=2.0 (approximately 95% confidence interval) ensures we explore diverse regions of the chemical space to test hypotheses H1 (FMO matching) and H5 (Lewis acid catalysis) effectively. As the campaign progresses and we accumulate data (~20 observations), beta can be reduced to shift toward exploitation. LogEI would be too greedy at this stage with no prior observations. [KB:af_selector, HYPOTHESIS:H1, HYPOTHESIS:H5]","Matérn-5/2 is the safe default kernel for Bayesian optimization with moderate smoothness assumptions. For this DAR yield optimization with 51-dimensional physicochemical embeddings, it provides a good balance between flexibility and stability in low-data regimes. The DAR reaction surface is expected to be moderately smooth (yield varies continuously with electronic and steric descriptors), making Matern-5/2 more appropriate than the rougher Matern-3/2 or the overly smooth RBF. The spectral mixture kernel (SMKBO) would require more data to fit reliably, and the mixed-space kernels are unnecessary since all variables are categorical and encoded via physicochemical descriptors. [KB:surrogate_model_selector, RULE:R2]"
14,physicochemical_descriptors,2,af_review,13,14,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=90}",84.17,"Upper Confidence Bound (UCB) with β=2.0 is selected to prioritize exploration in this early campaign phase (0/40 observations). The DAR reaction space has 26 total categories across 5 categorical variables, creating a combinatorial search space where aggressive early exploration is essential to avoid local optima. UCB provides explicit control over the exploration-exploitation trade-off through the beta parameter. Starting with β=2.0 (approximately 95% confidence interval) ensures we explore diverse regions of the chemical space to test hypotheses H1 (FMO matching) and H5 (Lewis acid catalysis) effectively. As the campaign progresses and we accumulate data (~20 observations), beta can be reduced to shift toward exploitation. LogEI would be too greedy at this stage with no prior observations. [KB:af_selector, HYPOTHESIS:H1, HYPOTHESIS:H5]","Matérn-5/2 is the safe default kernel for Bayesian optimization with moderate smoothness assumptions. For this DAR yield optimization with 51-dimensional physicochemical embeddings, it provides a good balance between flexibility and stability in low-data regimes. The DAR reaction surface is expected to be moderately smooth (yield varies continuously with electronic and steric descriptors), making Matern-5/2 more appropriate than the rougher Matern-3/2 or the overly smooth RBF. The spectral mixture kernel (SMKBO) would require more data to fit reliably, and the mixed-space kernels are unnecessary since all variables are categorical and encoded via physicochemical descriptors. [KB:surrogate_model_selector, RULE:R2]"
15,physicochemical_descriptors,2,af_review,14,15,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",78.95,"Upper Confidence Bound (UCB) with β=2.0 is selected to prioritize exploration in this early campaign phase (0/40 observations). The DAR reaction space has 26 total categories across 5 categorical variables, creating a combinatorial search space where aggressive early exploration is essential to avoid local optima. UCB provides explicit control over the exploration-exploitation trade-off through the beta parameter. Starting with β=2.0 (approximately 95% confidence interval) ensures we explore diverse regions of the chemical space to test hypotheses H1 (FMO matching) and H5 (Lewis acid catalysis) effectively. As the campaign progresses and we accumulate data (~20 observations), beta can be reduced to shift toward exploitation. LogEI would be too greedy at this stage with no prior observations. [KB:af_selector, HYPOTHESIS:H1, HYPOTHESIS:H5]","Matérn-5/2 is the safe default kernel for Bayesian optimization with moderate smoothness assumptions. For this DAR yield optimization with 51-dimensional physicochemical embeddings, it provides a good balance between flexibility and stability in low-data regimes. The DAR reaction surface is expected to be moderately smooth (yield varies continuously with electronic and steric descriptors), making Matern-5/2 more appropriate than the rougher Matern-3/2 or the overly smooth RBF. The spectral mixture kernel (SMKBO) would require more data to fit reliably, and the mixed-space kernels are unnecessary since all variables are categorical and encoded via physicochemical descriptors. [KB:surrogate_model_selector, RULE:R2]"
16,physicochemical_descriptors,2,af_review,15,16,gp,matern52,log_ei,gp/matern52/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0.07,"Upper Confidence Bound (UCB) with β=2.0 is selected to prioritize exploration in this early campaign phase (0/40 observations). The DAR reaction space has 26 total categories across 5 categorical variables, creating a combinatorial search space where aggressive early exploration is essential to avoid local optima. UCB provides explicit control over the exploration-exploitation trade-off through the beta parameter. Starting with β=2.0 (approximately 95% confidence interval) ensures we explore diverse regions of the chemical space to test hypotheses H1 (FMO matching) and H5 (Lewis acid catalysis) effectively. As the campaign progresses and we accumulate data (~20 observations), beta can be reduced to shift toward exploitation. LogEI would be too greedy at this stage with no prior observations. [KB:af_selector, HYPOTHESIS:H1, HYPOTHESIS:H5]","Matérn-5/2 is the safe default kernel for Bayesian optimization with moderate smoothness assumptions. For this DAR yield optimization with 51-dimensional physicochemical embeddings, it provides a good balance between flexibility and stability in low-data regimes. The DAR reaction surface is expected to be moderately smooth (yield varies continuously with electronic and steric descriptors), making Matern-5/2 more appropriate than the rougher Matern-3/2 or the overly smooth RBF. The spectral mixture kernel (SMKBO) would require more data to fit reliably, and the mixed-space kernels are unnecessary since all variables are categorical and encoded via physicochemical descriptors. [KB:surrogate_model_selector, RULE:R2]"
17,physicochemical_descriptors,3,af_review,16,17,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",29.31,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
18,physicochemical_descriptors,3,af_review,17,18,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",28.64,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
19,physicochemical_descriptors,3,af_review,18,19,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=P(C1CCCCC1)(C2CCCCC2)C3CCCCC3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",7.26,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
20,physicochemical_descriptors,3,af_review,19,20,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",77.41,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
21,physicochemical_descriptors,3,af_review,20,21,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC1=CC=C(C)C=C1, concentration=0.1, temperature=105}",6.39,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
22,physicochemical_descriptors,3,af_review,21,22,gp,matern32,ucb,gp/matern32/ucb,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC1=CC=C(C)C=C1, concentration=0.1, temperature=105}",43.76,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
23,physicochemical_descriptors,3,af_review,22,23,gp,matern32,ucb,gp/matern32/ucb,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",4.74,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
24,physicochemical_descriptors,3,af_review,23,24,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CCCC#N, concentration=0.1, temperature=105}",83.83,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
25,physicochemical_descriptors,3,af_review,24,25,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC1=CC=C(C)C=C1, concentration=0.1, temperature=105}",53.63,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
26,physicochemical_descriptors,3,af_review,25,26,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",28.15,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
27,physicochemical_descriptors,3,af_review,26,27,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
28,physicochemical_descriptors,3,af_review,27,28,gp,matern32,log_ei,gp/matern32/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=P(C1CCCCC1)(C2CCCCC2)C3CCCCC3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",10.44,"Selected UCB over log_ei to enable explicit exploration control during reconfiguration recovery. The campaign is at iteration 16 with best yield 87.83% (iteration 9) but has suffered 5 consecutive random fallback selections due to GP failures. Current phase is exploitation but we need controlled exploration to: (a) validate the 87.83% optimum is reproducible, (b) test H1's cooperative network predictions with small perturbations, (c) explore H4's solvent polarity threshold hypothesis. Beta=2.0 balances exploration (finding reproducibility boundaries) with exploitation (returning to known high-yield region). UCB's explicit uncertainty weighting will help navigate the sharp response surface identified in [RULE:R1] where small deviations cause >25% yield variations. This is more appropriate than log_ei given the heteroscedastic noise and cliff-like transitions in the landscape.","Switched from Matern-5/2 to Matern-3/2 based on [HYPOTHESIS:H3] which identifies multi-scale response surface with sharp 0→87% categorical transitions and smooth 79→87% continuous tuning. The campaign has experienced 5 consecutive GP model fitting failures (iterations 12-16) with Matern-5/2, suggesting the smoother kernel cannot capture the discontinuities. Matern-3/2 is more tolerant of rougher surfaces and abrupt transitions while still providing calibrated uncertainty. This is a conservative change that maintains GP interpretability while addressing the spectral mismatch identified in H3. If this fails, SMKBO would be the next escalation per H3 recommendation."
